"LATITUDE","total_hotspot","avg_brightness","avg_frp","max_frp"
-3.02956,1,343.79,5.33,5.33
-3.02828,1,332.27,2.4,2.4
-3.02489,1,331.18,3.52,3.52
-3.01959,1,331.78,2.72,2.72
-3.01838,1,329.97,3.15,3.15
-3.01735,1,333.79,4.16,4.16
-3.01569,1,339.32,4.53,4.53
-3.01561,1,316.82,1.3,1.3
-3.01305,1,308.66,2.16,2.16
-3.00914,1,309.34,1.57,1.57
-3.00866,1,330.24,4.54,4.54
-3.00846,1,317.32,1.72,1.72
-3.00814,1,338.67,4.51,4.51
-3.00678,1,329.86,3.22,3.22
-3.00435,1,304.55,1.67,1.67
-3.00428,1,332.4,2.48,2.48
-3.00358,1,330.22,2.64,2.64
-3.00325,1,331.86,3.81,3.81
-3.00298,1,333.96,7.8,7.8
-3.00271,1,334.42,10.52,10.52
-3.00185,1,336.06,3.04,3.04
-3.00157,1,304.7,0.55,0.55
-3.00138,1,336.72,4.21,4.21
-3.00051,1,330.76,3.74,3.74
-2.99976,1,330.82,17.68,17.68
-2.99887,1,347.13,7.8,7.8
-2.99747,1,322.47,2.7,2.7
-2.99692,1,306.85,0.8,0.8
-2.99644,1,332.01,3.3,3.3
-2.99618,1,351.09,11.53,11.53
-2.99528,1,331.95,4.06,4.06
-2.99499,1,344.47,7.43,7.43
-2.99434,1,301.3,0.88,0.88
-2.99226,1,338.24,4.51,4.51
-2.99187,1,331.43,3.58,3.58
-2.99172,1,309.52,1.1,1.1
-2.99107,1,334.99,3.87,3.87
-2.98775,1,325.5,2.26,2.26
-2.98716,1,311.14,1.18,1.18
-2.98256,1,331.81,24.82,24.82
-2.98017,1,338.56,5.55,5.55
-2.97685,1,329.14,8.94,8.94
-2.97665,1,340.82,5.74,5.74
-2.97581,1,333.05,4.05,4.05
-2.97515,1,333.04,3.96,3.96
-2.97509,1,333.26,3.01,3.01
-2.97422,1,314.15,1.96,1.96
-2.96918,1,345.01,4.4,4.4
-2.96579,1,307.22,0.75,0.75
-2.96345,1,338.47,8.42,8.42
-2.95095,1,323.65,2.99,2.99
-2.94763,1,306.11,0.64,0.64
-2.94547,1,331.11,3,3
-2.94202,1,323.55,2.3,2.3
-2.93849,1,303.85,1.37,1.37
-2.93825,1,333.19,76.5,76.5
-2.93812,1,342.92,33.57,33.57
-2.93753,1,338.65,8.65,8.65
-2.93597,1,340.74,5.02,5.02
-2.93486,1,305,0.52,0.52
-2.92883,1,347.06,10.38,10.38
-2.92816,1,367,8.96,8.96
-2.92738,1,356.07,12.87,12.87
-2.92111,1,340.56,8.72,8.72
-2.91969,1,331.62,3.71,3.71
-2.91915,1,332.73,3.34,3.34
-2.91873,1,336.25,11.09,11.09
-2.91775,1,345.34,6.88,6.88
-2.9175,1,333.06,3.39,3.39
-2.91635,1,328.93,4.35,4.35
-2.91052,1,330.69,1.98,1.98
-2.90879,1,332.55,4.25,4.25
-2.90424,1,295.34,0.82,0.82
-2.90184,1,339.41,8.57,8.57
-2.9016,1,311.61,0.88,0.88
-2.89948,1,338.49,5.14,5.14
-2.8991,1,332.72,9.8,9.8
-2.89896,1,335.56,4.6,4.6
-2.89738,1,334,5.48,5.48
-2.89415,1,339.74,4.87,4.87
-2.89324,1,326.11,6.32,6.32
-2.89183,1,331.09,5.15,5.15
-2.89181,1,338.74,8.66,8.66
-2.89107,1,349.71,15.17,15.17
-2.88783,1,340.73,4.75,4.75
-2.88759,1,303.35,1.13,1.13
-2.88056,1,331.77,4.55,4.55
-2.87969,1,333.48,5.36,5.36
-2.87824,1,328.59,2.27,2.27
-2.87601,1,333.97,35.92,35.92
-2.87593,1,335.02,3.93,3.93
-2.87374,1,339.14,3.01,3.01
-2.87315,1,331.39,2.79,2.79
-2.87276,1,335.23,3.15,3.15
-2.87202,1,334.32,4.4,4.4
-2.87181,1,305.13,1.19,1.19
-2.87178,1,299.12,1.28,1.28
-2.8711,1,340.14,5.48,5.48
-2.8707,1,307.88,0.77,0.77
-2.87027,1,331.83,2.93,2.93
-2.86985,1,333.45,3.05,3.05
-2.86959,1,339.8,8.25,8.25
-2.8687,1,339.18,6.86,6.86
-2.86788,1,324.56,1.45,1.45
-2.86687,1,330.59,4.08,4.08
-2.86503,1,332.65,22.75,22.75
-2.8613,1,340.01,10.71,10.71
-2.85705,1,335.96,1.91,1.91
-2.85661,1,330.14,6.33,6.33
-2.85617,1,338.6,2.8,2.8
-2.85513,1,332.72,7.83,7.83
-2.8546,1,333.19,3.12,3.12
-2.85291,1,333.24,3.47,3.47
-2.85227,1,332.46,7.85,7.85
-2.8515,1,367,10.39,10.39
-2.85052,1,336.29,4.18,4.18
-2.85027,1,316.2,1.55,1.55
-2.84997,1,332.23,2.48,2.48
-2.84665,1,332.92,4.79,4.79
-2.84387,1,306.31,1.1,1.1
-2.84291,1,334.01,1.71,1.71
-2.84232,1,333.94,3.89,3.89
-2.84206,1,342.11,6.02,6.02
-2.84101,1,348.75,10.93,10.93
-2.84035,1,334.32,3.09,3.09
-2.83661,1,355.49,7.08,7.08
-2.83659,1,340.3,2.52,2.52
-2.83608,1,333.45,47,47
-2.83549,1,330.25,4.16,4.16
-2.83489,1,332.03,3.5,3.5
-2.83476,1,334.58,9.47,9.47
-2.83402,1,342.03,6.56,6.56
-2.83384,1,336.04,4.19,4.19
-2.83336,1,339.74,7.1,7.1
-2.83333,1,367,9.13,9.13
-2.83285,1,367,9.13,9.13
-2.83197,1,333.02,6.79,6.79
-2.83136,1,340.19,9.1,9.1
-2.83071,1,335.91,4.38,4.38
-2.83056,1,336.08,3.71,3.71
-2.82954,1,343.15,5.45,5.45
-2.82945,1,331.98,4.64,4.64
-2.82928,1,367,29.94,29.94
-2.82923,1,331.97,7.96,7.96
-2.82869,1,335.82,3.39,3.39
-2.82848,1,337.93,5.45,5.45
-2.82818,1,347.11,21.9,21.9
-2.82788,1,329.05,4.62,4.62
-2.8278,1,367,9.28,9.28
-2.82434,1,367,18.52,18.52
-2.82284,1,347.92,8.76,8.76
-2.82281,1,328.96,8.1,8.1
-2.82072,1,327.04,5.05,5.05
-2.81993,1,336.76,6.68,6.68
-2.81992,1,333.42,2.71,2.71
-2.8196,1,332.27,2.46,2.46
-2.81915,1,308.55,43.58,43.58
-2.81769,1,345.48,7.65,7.65
-2.81733,1,332,2.59,2.59
-2.8173,1,349.22,4.7,4.7
-2.81723,1,345.02,7.46,7.46
-2.81699,1,330.24,6.78,6.78
-2.81559,1,331.59,13.78,13.78
-2.81512,1,332.91,3.63,3.63
-2.81465,1,337.92,3.57,3.57
-2.81341,1,335.78,4.76,4.76
-2.81322,1,315.13,1.29,1.29
-2.81319,1,335.1,4.06,4.06
-2.81305,1,328.94,5.87,5.87
-2.81283,1,334.37,5.21,5.21
-2.81268,1,341.27,6.04,6.04
-2.81188,1,345.16,11.34,11.34
-2.81136,1,333.28,2.74,2.74
-2.81123,1,331.94,4.66,4.66
-2.81084,1,333.77,8.57,8.57
-2.81067,1,336.98,19.5,19.5
-2.81061,1,332.95,3.34,3.34
-2.81041,1,341,7.44,7.44
-2.81033,1,333.18,3.24,3.24
-2.81012,1,334.89,5.79,5.79
-2.80993,1,304.3,0.69,0.69
-2.80914,1,335.46,4.85,4.85
-2.80782,1,334.49,2.31,2.31
-2.80751,1,356.06,6.81,6.81
-2.80719,1,331.16,5.25,5.25
-2.80623,1,338.06,9.7,9.7
-2.80494,1,312.36,1.14,1.14
-2.80423,1,330.44,2.82,2.82
-2.804,1,326.31,2.15,2.15
-2.80344,1,337.27,2.74,2.74
-2.80301,1,304.15,0.75,0.75
-2.80295,1,346.34,10.6,10.6
-2.80203,1,351.5,18.47,18.47
-2.80145,1,332.19,5.58,5.58
-2.80026,1,349.26,8.97,8.97
-2.79993,1,300.39,3.2,3.2
-2.79797,1,334.58,3.64,3.64
-2.79735,1,335.76,3.73,3.73
-2.79575,1,333.26,5.67,5.67
-2.79427,1,338.84,3.03,3.03
-2.79422,1,334.59,4.26,4.26
-2.79384,1,331.03,3.39,3.39
-2.78974,1,332.76,2.76,2.76
-2.78933,1,338.4,4.02,4.02
-2.7887,1,344.25,10.39,10.39
-2.78843,1,305.46,1.01,1.01
-2.78415,1,336.8,6.15,6.15
-2.78004,1,355.52,6.37,6.37
-2.77919,1,334.93,3.88,3.88
-2.77832,1,333.18,4.36,4.36
-2.77729,1,346.72,10.81,10.81
-2.77719,1,310.95,1.66,1.66
-2.77668,1,340.95,23.91,23.91
-2.77394,1,319.51,1.63,1.63
-2.77286,1,344.92,6.66,6.66
-2.76989,1,347.53,17.12,17.12
-2.76429,1,343.52,11.21,11.21
-2.7641,1,330.52,2.85,2.85
-2.76355,1,350.84,5.23,5.23
-2.76197,1,329.15,2.09,2.09
-2.76141,1,327.55,3.28,3.28
-2.76116,1,310.88,2.26,2.26
-2.76098,1,342.67,12.14,12.14
-2.76042,1,341.5,14.39,14.39
-2.75989,1,340.72,2.9,2.9
-2.75968,1,304.47,1.08,1.08
-2.75964,1,334.15,11.84,11.84
-2.759,1,334.55,8.66,8.66
-2.75893,1,343.97,8.34,8.34
-2.75687,1,344.87,13.38,13.38
-2.75667,1,331.32,6.37,6.37
-2.75601,1,333.6,5.15,5.15
-2.75489,1,335.46,6.53,6.53
-2.75377,1,345.63,6.81,6.81
-2.75362,1,336.08,7.15,7.15
-2.75282,1,328.51,4.53,4.53
-2.75195,1,331.83,2.49,2.49
-2.75187,1,332.99,3.1,3.1
-2.75155,1,330.08,2.72,2.72
-2.7497,1,307.55,1.1,1.1
-2.74958,1,315.41,2.12,2.12
-2.74886,1,329.19,13.04,13.04
-2.74718,1,314.9,4.41,4.41
-2.74647,1,300.07,0.94,0.94
-2.74577,1,336.93,4.35,4.35
-2.74498,1,331.64,4.12,4.12
-2.74348,1,340.75,5.44,5.44
-2.74312,1,328.78,2.17,2.17
-2.74278,1,329.27,3.4,3.4
-2.74259,1,333.61,40.36,40.36
-2.73882,1,339.29,3.61,3.61
-2.73823,1,333.06,4.09,4.09
-2.73606,1,353.67,13.66,13.66
-2.73555,1,341.09,9.98,9.98
-2.7349,1,340.06,13.45,13.45
-2.73466,1,341.06,5.67,5.67
-2.73181,1,306.09,1.42,1.42
-2.73036,1,331.75,3.96,3.96
-2.7303,1,337.82,8.92,8.92
-2.73011,1,302.18,1.6,1.6
-2.72921,1,336.91,7.43,7.43
-2.72914,1,334.75,2.4,2.4
-2.7286,1,330.25,3.8,3.8
-2.72777,1,304.02,0.5,0.5
-2.7277,1,346.1,12.26,12.26
-2.72702,1,303.76,0.5,0.5
-2.72632,1,354.98,15.37,15.37
-2.72615,1,331.53,5.05,5.05
-2.72538,1,339.68,4.44,4.44
-2.72509,1,307.22,1.2,1.2
-2.72499,1,330.61,3,3
-2.72424,1,301.59,2.75,2.75
-2.72363,1,331.79,7.21,7.21
-2.72337,1,342.12,11.15,11.15
-2.72328,1,339.5,9.22,9.22
-2.72301,1,344.2,9.85,9.85
-2.72267,1,332.44,4.85,4.85
-2.72136,1,311.19,1.36,1.36
-2.72122,1,329.38,3.7,3.7
-2.72095,1,316.83,1.23,1.23
-2.72081,1,322.32,2.07,2.07
-2.71978,1,317.73,12.16,12.16
-2.71943,1,338.89,3.76,3.76
-2.71918,1,316.27,1.48,1.48
-2.71893,1,367,13.04,13.04
-2.71889,1,340.99,9.74,9.74
-2.7188,1,323.25,3.78,3.78
-2.71708,1,344.93,11.02,11.02
-2.71656,1,334.79,5.2,5.2
-2.71628,1,319.93,6.54,6.54
-2.71569,1,303.63,1.48,1.48
-2.71565,1,339.96,11.95,11.95
-2.71517,1,330.74,2.26,2.26
-2.71511,1,327.11,10.2,10.2
-2.71484,1,335.73,10.88,10.88
-2.71464,1,336.41,5.08,5.08
-2.71431,1,345.06,4.65,4.65
-2.71417,1,331.93,1.66,1.66
-2.71412,1,340.85,36.53,36.53
-2.71387,1,343.12,7.87,7.87
-2.71378,1,331.6,3.15,3.15
-2.71275,1,334.26,4.84,4.84
-2.71245,1,334.46,22.15,22.15
-2.7122,1,302.28,0.64,0.64
-2.71199,1,346.89,21.15,21.15
-2.71059,1,333.77,1.69,1.69
-2.71057,1,308.32,0.77,0.77
-2.71024,1,334.92,4.97,4.97
-2.70997,1,329.76,2.4,2.4
-2.70946,1,305.16,1.3,1.3
-2.7087,1,304.39,0.64,0.64
-2.70839,1,307.02,0.82,0.82
-2.70785,1,319.24,4.17,4.17
-2.70694,1,329.08,1.91,1.91
-2.70601,1,321.56,2.16,2.16
-2.706,1,331.91,2.97,2.97
-2.70543,1,329.97,2.03,2.03
-2.70526,1,335.15,3.96,3.96
-2.70518,1,330.95,2.26,2.26
-2.70498,1,330.75,3.84,3.84
-2.70484,1,339.19,8.09,8.09
-2.70479,1,330.94,2.62,2.62
-2.70309,1,344.28,7.16,7.16
-2.70248,1,332.44,4.15,4.15
-2.70232,1,325.65,1.13,1.13
-2.70141,1,320.62,2.16,2.16
-2.70071,1,332.73,3.52,3.52
-2.70065,1,306.5,0.8,0.8
-2.70025,1,336.76,27.02,27.02
-2.69936,1,331.09,5.96,5.96
-2.69852,1,347.58,5.82,5.82
-2.69846,1,342.88,8.68,8.68
-2.69819,1,304.45,0.66,0.66
-2.69796,1,308.84,1.98,1.98
-2.69771,1,308.17,1.04,1.04
-2.69759,1,340.58,11.95,11.95
-2.69732,1,355.8,19.89,19.89
-2.69709,1,334.55,2.36,2.36
-2.6959,1,327.17,1.93,1.93
-2.69388,1,342.82,5.93,5.93
-2.69259,1,343.29,10.81,10.81
-2.69181,1,345.65,4.06,4.06
-2.69154,1,341.67,24.06,24.06
-2.69134,1,340,9.39,9.39
-2.69116,1,337.13,2.59,2.59
-2.69112,1,336.46,8.38,8.38
-2.68984,1,350.89,3.76,3.76
-2.68967,1,339.83,2.48,2.48
-2.68952,1,343.97,9.17,9.17
-2.68926,1,351.49,19.85,19.85
-2.68841,1,335.16,4.5,4.5
-2.68806,1,342.4,6.95,6.95
-2.68778,1,335,3.49,3.49
-2.68702,1,341.59,3,3
-2.68677,1,341.53,32.59,32.59
-2.68651,1,334.33,8.55,8.55
-2.68648,1,338.78,4.08,4.08
-2.6862,1,342.58,5.19,5.19
-2.68594,1,353.55,6.38,6.38
-2.68526,1,330.79,5.01,5.01
-2.68484,1,334.33,5.38,5.38
-2.68469,1,333.54,4.88,4.88
-2.68447,1,332.88,5.95,5.95
-2.68423,1,327.78,2.52,2.52
-2.68319,1,331.6,2.2,2.2
-2.68217,1,331.06,2.26,2.26
-2.681,1,327.67,1.33,1.33
-2.68062,1,307.97,1.69,1.69
-2.67993,1,332.38,2.75,2.75
-2.67943,1,338.71,3.14,3.14
-2.67932,1,340.65,5.36,5.36
-2.67906,1,326.14,3.28,3.28
-2.67869,1,303.74,1.3,1.3
-2.67841,1,332.55,6.59,6.59
-2.67818,1,315.57,0.86,0.86
-2.67795,1,355.45,17.48,17.48
-2.67794,1,316.74,1.63,1.63
-2.67793,1,340.63,10.77,10.77
-2.67708,1,342.36,3.27,3.27
-2.67686,1,354.28,9.43,9.43
-2.67677,1,339.74,22.13,22.13
-2.67646,1,355.87,12.19,12.19
-2.67641,1,333.15,4.05,4.05
-2.67638,1,331.71,2.77,2.77
-2.67521,1,335.94,40.36,40.36
-2.67505,1,327.78,10.87,10.87
-2.67494,1,332.8,2.91,2.91
-2.67476,1,345.97,9.36,9.36
-2.67377,1,345.06,5.75,5.75
-2.67343,1,334.55,3.93,3.93
-2.67342,1,333.6,1.72,1.72
-2.67323,1,309.93,0.96,0.96
-2.67309,1,351.37,40.36,40.36
-2.67272,1,327.76,5.91,5.91
-2.67243,1,336.56,7.36,7.36
-2.67228,1,334.84,2.44,2.44
-2.67203,1,334.76,4.59,4.59
-2.67166,1,347.49,7.09,7.09
-2.67153,1,343.64,22.29,22.29
-2.66965,1,307.04,1.48,1.48
-2.66931,1,304.28,2.5,2.5
-2.66921,1,342.82,5.66,5.66
-2.66857,1,334.86,3.59,3.59
-2.66789,1,332.06,4.14,4.14
-2.66536,1,345.49,4.62,4.62
-2.66525,1,330.37,2,2
-2.66465,1,334.89,3.14,3.14
-2.66432,1,339.17,11.01,11.01
-2.66399,1,332.27,3.11,3.11
-2.66358,1,343.3,8.39,8.39
-2.66347,1,339.61,3.31,3.31
-2.66306,1,339.64,7.05,7.05
-2.66267,1,329.17,3.97,3.97
-2.66254,1,299.65,0.55,0.55
-2.66248,1,355.38,5.79,5.79
-2.66193,1,299.83,0.53,0.53
-2.66184,1,303.49,0.75,0.75
-2.66079,1,336.5,3.32,3.32
-2.66035,1,334.72,3.8,3.8
-2.66005,1,335.09,3.14,3.14
-2.6598,1,304.77,2.82,2.82
-2.65975,1,305.83,0.88,0.88
-2.6595,1,330.17,7.45,7.45
-2.65924,1,303.95,1.08,1.08
-2.65911,1,300.07,2.37,2.37
-2.65869,1,302.66,0.64,0.64
-2.65863,1,334.58,3.22,3.22
-2.65839,1,320.88,3.14,3.14
-2.65789,1,331.52,2.76,2.76
-2.65768,1,305.02,2.48,2.48
-2.65742,1,333.83,2.81,2.81
-2.6573,1,310.93,1.41,1.41
-2.65608,1,337.76,5.15,5.15
-2.65562,1,337.39,3.01,3.01
-2.6556,1,310.37,1.86,1.86
-2.65528,1,344.77,7.1,7.1
-2.65496,1,332,4.08,4.08
-2.65242,1,329.38,3.46,3.46
-2.6515,1,337.06,4.01,4.01
-2.65126,1,335.59,4,4
-2.65117,1,333.99,3.68,3.68
-2.65095,1,343.65,7.03,7.03
-2.65093,1,341.49,8.41,8.41
-2.65047,1,355.51,16.46,16.46
-2.65032,1,332.04,27.37,27.37
-2.65027,1,332.48,4.68,4.68
-2.65011,1,333.24,2.96,2.96
-2.64998,1,295.6,0.6,0.6
-2.64989,1,331.65,4.49,4.49
-2.64984,1,329.75,4.81,4.81
-2.64945,1,306.18,0.83,0.83
-2.64908,1,367,9.8,9.8
-2.64876,1,332.01,2.89,2.89
-2.64872,1,303.5,1.29,1.29
-2.64862,1,337.5,4.44,4.44
-2.64819,1,336.73,9.1,9.1
-2.64815,1,327.8,34.79,34.79
-2.64734,1,336.25,4.45,4.45
-2.64726,1,335.58,20.69,20.69
-2.64673,1,346.39,12.86,12.86
-2.64658,1,337.35,2.24,2.24
-2.64632,1,330.44,2.55,2.55
-2.64611,1,338.98,5.54,5.54
-2.64576,1,329.25,4.18,4.18
-2.64571,1,332.23,2.34,2.34
-2.64563,1,332.71,3.43,3.43
-2.64558,1,344.75,6.94,6.94
-2.64534,1,328.59,2.98,2.98
-2.64528,1,332.43,2.67,2.67
-2.64499,1,340.98,29.35,29.35
-2.6448,1,332.9,3.32,3.32
-2.64432,1,341.08,6.25,6.25
-2.64401,1,333.53,8.59,8.59
-2.64281,1,328.98,6.34,6.34
-2.64188,1,352.39,21.98,21.98
-2.6405,1,341.21,65.42,65.42
-2.63913,1,311.18,0.84,0.84
-2.63899,1,339.64,4.51,4.51
-2.63865,1,333.16,4.16,4.16
-2.63771,1,310.42,1.33,1.33
-2.63719,1,300.44,1.34,1.34
-2.63703,1,331.96,2.63,2.63
-2.63513,1,342.54,4.02,4.02
-2.63464,1,313.18,1.72,1.72
-2.63444,1,304.29,0.99,0.99
-2.63411,1,312.79,2.63,2.63
-2.63395,1,330.51,2.6,2.6
-2.63318,1,338.48,4.68,4.68
-2.63137,1,306.87,0.94,0.94
-2.63058,1,328.77,7.16,7.16
-2.62915,1,305.88,0.8,0.8
-2.62521,1,308.91,1.9,1.9
-2.62504,1,314.94,3.96,3.96
-2.6247,1,334.08,2.96,2.96
-2.62298,1,331.64,4.08,4.08
-2.62217,1,333.17,24.12,24.12
-2.62203,1,342.11,3.97,3.97
-2.62076,1,367,28.5,28.5
-2.61999,1,339.67,6.41,6.41
-2.61949,1,344.63,5.67,5.67
-2.61801,1,308.29,2.41,2.41
-2.6153,1,330.32,2.75,2.75
-2.6142,1,343.42,5.07,5.07
-2.61352,1,303.6,1.08,1.08
-2.61294,1,339.27,9.74,9.74
-2.60872,1,337.18,14.89,14.89
-2.60698,1,343.29,7.27,7.27
-2.60691,1,300.01,0.88,0.88
-2.60532,1,332.67,4.32,4.32
-2.60456,1,332.76,3.32,3.32
-2.60336,1,332.9,3.32,3.32
-2.60312,1,340.93,16.06,16.06
-2.60244,1,331.49,2.45,2.45
-2.6024,1,333.68,4.47,4.47
-2.60123,1,305.04,0.78,0.78
-2.59997,1,332.21,1.15,1.15
-2.59906,1,341.72,23.11,23.11
-2.59778,1,337.04,12.46,12.46
-2.59714,1,339.04,5.75,5.75
-2.59669,1,338.75,3.88,3.88
-2.59583,1,331.53,5.2,5.2
-2.59514,1,330.49,3.6,3.6
-2.59495,1,353.39,5.53,5.53
-2.59349,1,339.97,5.31,5.31
-2.59343,1,335.16,11.4,11.4
-2.59333,1,307.92,0.61,0.61
-2.59291,1,339.31,24.31,24.31
-2.59287,1,339.84,4.63,4.63
-2.59282,1,343.6,6.12,6.12
-2.59236,1,313.43,1.54,1.54
-2.59206,1,340.31,22.51,22.51
-2.59177,1,330.11,3.17,3.17
-2.5912,1,313.31,1.52,1.52
-2.59016,1,340.38,5.3,5.3
-2.58868,1,312.34,2.52,2.52
-2.58818,1,341.31,6.94,6.94
-2.58776,1,305.07,1.79,1.79
-2.58683,1,333.97,4.25,4.25
-2.58662,1,309.63,2.04,2.04
-2.58573,1,311.27,2.21,2.21
-2.5852,1,345.99,3.52,3.52
-2.58432,1,304.61,1.52,1.52
-2.5843,1,334,3.46,3.46
-2.58393,1,328.48,3.19,3.19
-2.5839,1,331.94,3.26,3.26
-2.58318,1,341.66,3.93,3.93
-2.5819,1,342.45,5.95,5.95
-2.58126,1,331.81,6.78,6.78
-2.58026,1,333.33,4.22,4.22
-2.58006,1,330.34,6.78,6.78
-2.57944,1,330.09,3.55,3.55
-2.5793,1,336.9,3.14,3.14
-2.57915,1,333.78,3.26,3.26
-2.57899,1,333.7,4.68,4.68
-2.57895,1,342.89,6.3,6.3
-2.57878,1,335.42,4.53,4.53
-2.5778,1,330.14,3.97,3.97
-2.57674,1,334.91,3.87,3.87
-2.57656,1,329.87,4.61,4.61
-2.57647,1,329.24,2.53,2.53
-2.57339,1,334.25,5.01,5.01
-2.57301,1,332.51,3.16,3.16
-2.56851,1,335.41,4.95,4.95
-2.56785,1,346.4,6.63,6.63
-2.56603,1,333.48,4.72,4.72
-2.56506,1,310.02,1.21,1.21
-2.56349,1,328.46,6.95,6.95
-2.56136,1,355.71,20.69,20.69
-2.55852,1,332.49,3.47,3.47
-2.55841,1,346.73,4.08,4.08
-2.55805,1,353.62,15.2,15.2
-2.55764,1,339.62,3.73,3.73
-2.55393,1,302.69,0.54,0.54
-2.5535,1,336.28,13.16,13.16
-2.5514,1,325.9,3.14,3.14
-2.55088,1,316.65,5.24,5.24
-2.54942,1,302.08,2.3,2.3
-2.5438,1,341.24,15.76,15.76
-2.54136,1,340.84,20.43,20.43
-2.53995,1,339.98,7.55,7.55
-2.53946,1,340.25,14.53,14.53
-2.53905,1,306.71,0.92,0.92
-2.53516,1,328.19,2.77,2.77
-2.53466,1,330.78,2.35,2.35
-2.53154,1,341.21,4.51,4.51
-2.52976,1,304.32,0.78,0.78
-2.5275,1,321.85,3.06,3.06
-2.52192,1,340.4,6.31,6.31
-2.52049,1,334.12,4.72,4.72
-2.52039,1,330.59,4.22,4.22
-2.52034,1,304.43,1.47,1.47
-2.51994,1,339.16,4.72,4.72
-2.51984,1,306.58,1.65,1.65
-2.51953,1,343.18,22.37,22.37
-2.51892,1,336.16,3.29,3.29
-2.51863,1,305.22,1.48,1.48
-2.5181,1,331.39,5.73,5.73
-2.51765,1,339.54,5.42,5.42
-2.51581,1,304.3,2.64,2.64
-2.51575,1,342.06,6.2,6.2
-2.51546,1,309.64,1.9,1.9
-2.51237,1,304.65,0.76,0.76
-2.51171,1,305.28,1.06,1.06
-2.51101,1,304.94,1.06,1.06
-2.50907,1,330.18,2.3,2.3
-2.50814,1,308.39,3.07,3.07
-2.50211,1,333.53,4.73,4.73
-2.50178,1,339.21,8.99,8.99
-2.50055,1,342.55,26.59,26.59
-2.50007,1,308.61,2.79,2.79
-2.49987,1,332.96,7.62,7.62
-2.49909,1,306.03,1.66,1.66
-2.49677,1,340.81,11.06,11.06
-2.49573,1,332.5,3.79,3.79
-2.49196,1,330.47,3.08,3.08
-2.49122,1,333.89,38.41,38.41
-2.4909,1,336.63,10.62,10.62
-2.48945,1,332.64,6.87,6.87
-2.48944,1,304.65,1.08,1.08
-2.48943,1,337,7.84,7.84
-2.48792,1,329.79,10.92,10.92
-2.4875,1,338.18,8.42,8.42
-2.48736,1,333.48,8.31,8.31
-2.48717,1,342.88,7.55,7.55
-2.48607,1,339.62,12.05,12.05
-2.48599,1,341.14,4.9,4.9
-2.48597,1,345.5,14.82,14.82
-2.48544,1,338.22,4.84,4.84
-2.48487,1,304.95,0.99,0.99
-2.4845,1,341.35,5.46,5.46
-2.48429,1,367,26.29,26.29
-2.48423,1,330.51,5.99,5.99
-2.4838,1,345.84,8.42,8.42
-2.48318,1,335.36,8.33,8.33
-2.48068,1,344.32,4.36,4.36
-2.47767,1,294.55,50.77,50.77
-2.47766,1,333.84,3.51,3.51
-2.47746,1,331.64,19.66,19.66
-2.47729,1,328.2,9.28,9.28
-2.47674,1,342.06,9.13,9.13
-2.47174,1,320.49,1.83,1.83
-2.47088,1,305.07,0.7,0.7
-2.46985,1,331.64,6.34,6.34
-2.46843,1,343.19,5.01,5.01
-2.46816,1,305.67,0.6,0.6
-2.46806,1,333.99,2.72,2.72
-2.46794,1,341.94,10.08,10.08
-2.46589,1,305.56,3.14,3.14
-2.4656,1,339.43,8.07,8.07
-2.46494,1,348.76,3.86,3.86
-2.46388,1,348.62,50.77,50.77
-2.46375,1,335.14,4.67,4.67
-2.46326,1,336.72,5.78,5.78
-2.4631,1,311.51,2.05,2.05
-2.46023,1,338.37,7.53,7.53
-2.45983,1,333.56,2.76,2.76
-2.4574,1,332.39,4.02,4.02
-2.45571,1,339.95,7.57,7.57
-2.45523,1,332.88,8.78,8.78
-2.45409,1,311.74,2.24,2.24
-2.45042,1,340.95,11.81,11.81
-2.44979,1,348.29,23.64,23.64
-2.44898,1,311.01,2.05,2.05
-2.44886,1,309.94,2.27,2.27
-2.44735,1,334.96,76.5,76.5
-2.44698,1,334.71,3.76,3.76
-2.44661,1,303.32,0.78,0.78
-2.44609,1,354.49,8.72,8.72
-2.44551,1,350.12,7.49,7.49
-2.44483,1,304.64,0.8,0.8
-2.44213,1,330.48,2.52,2.52
-2.44205,1,329.41,4.36,4.36
-2.44118,1,308.7,4.66,4.66
-2.43974,1,343.59,6.47,6.47
-2.43893,1,340.9,3.02,3.02
-2.43682,1,354.1,4.81,4.81
-2.43658,1,307.13,1.49,1.49
-2.43546,1,331.28,3.33,3.33
-2.43539,1,312.43,1.6,1.6
-2.43498,1,306.25,1.01,1.01
-2.43464,1,330.67,1.9,1.9
-2.4343,1,309.22,2.27,2.27
-2.43415,1,339.97,3.7,3.7
-2.43312,1,307.15,1.04,1.04
-2.43258,1,300.66,1.11,1.11
-2.43163,1,331.96,12.72,12.72
-2.42972,1,330.55,2.8,2.8
-2.42796,1,331.49,2.4,2.4
-2.42653,1,306.21,2.44,2.44
-2.42649,1,307.01,0.51,0.51
-2.42594,1,338.85,5.16,5.16
-2.42564,1,333.28,4.63,4.63
-2.42447,1,340.77,13.33,13.33
-2.42254,1,331.85,7.97,7.97
-2.42247,1,344.57,14.84,14.84
-2.42165,1,367,16.76,16.76
-2.42041,1,303,1.87,1.87
-2.42008,1,343.07,10.28,10.28
-2.41988,1,301.64,1.87,1.87
-2.41742,1,307.56,1.62,1.62
-2.41715,1,340.05,9.28,9.28
