"hour","total_hotspot","avg_brightness","avg_frp"
5,241,338.247593360996,6.37157676348548
6,1701,336.220440917108,7.87271017048795
7,427,340.793723653396,10.3885480093677
17,133,310.102631578947,2.09736842105263
18,442,310.662986425339,1.85420814479638
19,63,309.623650793651,2.10539682539683
