latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-3.58615,104.20275,329.14,0.63,0.54,2025-05-10,0557,N20,VIIRS,n,2,291.19,8.94,D,0
-3.8059,103.81879,328.93,0.34,0.56,2025-05-10,0557,N20,VIIRS,n,2,292.83,4.35,D,0
-3.80545,103.82184,333.06,0.34,0.56,2025-05-10,0557,N20,VIIRS,n,2,291.89,3.39,D,0
-3.84938,104.7485,338.18,0.58,0.52,2025-05-10,0557,N20,VIIRS,n,2,289.7,8.42,D,0
-3.84863,104.75368,345.84,0.58,0.52,2025-05-10,0557,N20,VIIRS,n,2,291.8,8.42,D,0
-3.97859,103.89255,333.02,0.33,0.56,2025-05-10,0557,N20,VIIRS,n,2,291.39,2.62,D,0
-4.45846,104.18108,354.1,0.32,0.55,2025-05-10,0557,N20,VIIRS,n,2,292.31,4.81,D,0
-3.41106,104.14544,307.15,0.5,0.41,2025-05-10,1839,N20,VIIRS,n,2,286.51,1.04,N,2
-3.80568,103.81777,309.22,0.49,0.4,2025-05-10,1840,N20,VIIRS,n,2,284.9,2.27,N,0
-4.49529,105.50393,331.85,0.75,0.77,2025-05-11,0718,N20,VIIRS,n,2,270.02,7.97,D,0
-2.0948,102.98006,340.05,0.53,0.5,2025-05-12,0700,N20,VIIRS,n,2,289.21,9.28,D,0
-2.09698,102.96593,331.52,0.53,0.5,2025-05-12,0700,N20,VIIRS,n,2,288.74,3.99,D,0
-4.23528,102.90185,331.14,0.48,0.48,2025-05-12,0700,N20,VIIRS,n,2,283.31,3.2,D,0
-3.80866,103.81895,348.02,0.56,0.52,2025-05-12,0700,N20,VIIRS,n,2,291.53,10.81,D,0
-2.09385,102.98344,339.18,0.53,0.5,2025-05-12,0700,N20,VIIRS,n,2,288.33,6.26,D,0
-2.09689,102.96464,333.48,0.52,0.5,2025-05-12,0700,N20,VIIRS,n,2,288.91,4.72,D,0
-1.91159,102.55911,339.27,0.5,0.49,2025-05-12,0700,N20,VIIRS,n,2,288.73,9.74,D,0
-1.91091,102.56348,337.12,0.5,0.49,2025-05-12,0700,N20,VIIRS,n,2,288.44,7.39,D,0
-1.57355,103.68613,311.74,0.5,0.49,2025-05-12,1801,N20,VIIRS,n,2,284.65,2.02,N,0
-1.56978,103.69131,311.88,0.5,0.49,2025-05-12,1801,N20,VIIRS,n,2,285.03,1.38,N,0
-1.56154,103.6972,303.15,0.5,0.49,2025-05-12,1801,N20,VIIRS,n,2,284.18,1.46,N,0
-2.19397,103.45475,300.73,0.5,0.49,2025-05-12,1802,N20,VIIRS,n,2,282.57,0.7,N,0
-2.13674,102.9904,333.56,0.42,0.38,2025-05-13,0641,N20,VIIRS,n,2,296.74,2.76,D,0
-2.13563,102.99049,333.2,0.42,0.38,2025-05-13,0641,N20,VIIRS,n,2,295.67,2.24,D,0
-1.63142,102.1496,333.61,0.4,0.37,2025-05-13,0641,N20,VIIRS,n,2,292.31,3.43,D,0
-1.88837,102.89428,337.09,0.42,0.38,2025-05-13,0641,N20,VIIRS,n,2,289.35,6.87,D,0
-2.0776,102.84691,332.21,0.42,0.38,2025-05-13,0641,N20,VIIRS,n,2,294.71,5.55,D,0
-2.08496,102.93631,330.23,0.42,0.38,2025-05-13,0641,N20,VIIRS,n,2,294.28,5.44,D,0
-2.08438,102.94007,332.57,0.42,0.38,2025-05-13,0641,N20,VIIRS,n,2,293.83,6.55,D,0
-3.80836,103.82039,338.34,0.44,0.38,2025-05-13,0641,N20,VIIRS,n,2,279.2,7.64,D,0
-2.36371,105.81528,341.34,0.39,0.44,2025-05-13,0641,N20,VIIRS,n,2,286.54,5.23,D,0
-4.22934,104.89544,333.36,0.39,0.36,2025-05-14,0622,N20,VIIRS,n,2,277.93,4.95,D,0
-3.38544,104.05838,333.24,0.41,0.37,2025-05-14,0622,N20,VIIRS,n,2,291.28,2.26,D,0
-2.04038,102.01792,333.61,0.48,0.4,2025-05-14,0622,N20,VIIRS,n,2,284.99,8.18,D,0
-3.63877,103.28807,332.69,0.44,0.38,2025-05-14,0622,N20,VIIRS,n,2,294.66,3.33,D,0
-3.6394,103.28784,331.73,0.44,0.38,2025-05-14,0622,N20,VIIRS,n,2,294.54,3.04,D,0
-3.80643,103.81789,333.34,0.42,0.38,2025-05-14,0622,N20,VIIRS,n,2,293.41,5.37,D,0
-3.80587,103.82168,330.63,0.42,0.38,2025-05-14,0622,N20,VIIRS,n,2,294.44,5.23,D,0
-2.62522,105.97339,340.84,0.55,0.42,2025-05-15,0603,N20,VIIRS,n,2,293.47,7.65,D,0
-2.21061,106.1934,334.94,0.52,0.42,2025-05-15,0603,N20,VIIRS,n,2,293.8,17.37,D,0
-2.33091,105.87644,331.12,0.55,0.43,2025-05-15,0603,N20,VIIRS,n,2,292.71,5.01,D,0
-2.30683,105.87791,331.41,0.55,0.43,2025-05-15,0603,N20,VIIRS,n,2,294.31,2.27,D,0
-2.66144,106.02337,332.44,0.54,0.42,2025-05-15,0603,N20,VIIRS,n,2,294.42,5.8,D,0
-3.80456,103.81745,324.52,0.4,0.44,2025-05-15,1846,N20,VIIRS,n,2,282.87,2.7,N,0
-3.80862,103.81686,320.12,0.4,0.44,2025-05-15,1846,N20,VIIRS,n,2,287.41,2.7,N,0
-4.42169,105.61539,338.33,0.43,0.62,2025-05-16,0544,N20,VIIRS,n,2,284.3,4.62,D,0
-3.80834,103.82115,325.09,0.76,0.77,2025-05-16,0725,N20,VIIRS,n,2,280.68,5.05,D,0
-2.04121,103.02805,328.38,0.34,0.56,2025-05-17,0706,N20,VIIRS,n,2,290.55,5.08,D,0
-1.91278,102.55483,332.54,0.32,0.54,2025-05-17,0706,N20,VIIRS,n,2,289.64,4.61,D,0
-1.91233,102.55761,337.06,0.32,0.54,2025-05-17,0706,N20,VIIRS,n,2,288.57,4.01,D,0
-2.07457,102.88731,329.33,0.33,0.56,2025-05-17,0706,N20,VIIRS,n,2,290.76,1.42,D,0
-2.09866,103.0652,353.83,0.34,0.56,2025-05-17,0706,N20,VIIRS,n,2,291.1,9.9,D,0
-2.09817,103.06828,367,0.34,0.56,2025-05-17,0706,N20,VIIRS,h,2,290.2,9.9,D,0
-2.28462,103.48133,334.95,0.36,0.58,2025-05-17,0706,N20,VIIRS,n,2,291.05,3.68,D,0
-3.23546,102.10693,334.05,0.57,0.52,2025-05-17,0706,N20,VIIRS,n,2,293.6,3.9,D,0
-3.23616,102.10948,333.34,0.57,0.52,2025-05-17,0706,N20,VIIRS,n,2,293.14,3.83,D,0
-3.29603,102.16013,330.37,0.57,0.52,2025-05-17,0706,N20,VIIRS,n,2,292.48,3.8,D,0
-3.8067,103.81831,337.29,0.53,0.42,2025-05-18,0647,N20,VIIRS,n,2,296.11,8.05,D,0
-4.49954,103.16301,332.34,0.48,0.4,2025-05-18,0647,N20,VIIRS,n,2,295.95,3.3,D,0
-4.23092,102.9411,330.06,0.47,0.4,2025-05-18,0647,N20,VIIRS,n,2,294.49,3.27,D,0
-4.19786,102.68134,332.35,0.46,0.39,2025-05-18,0647,N20,VIIRS,n,2,297.48,6.71,D,0
-4.14737,102.80449,333.67,0.46,0.39,2025-05-18,0647,N20,VIIRS,n,2,295.12,4.1,D,0
-3.95579,102.4748,331.67,0.45,0.39,2025-05-18,0647,N20,VIIRS,n,2,295.62,6.52,D,0
-2.11717,105.90155,337.09,0.51,0.49,2025-05-18,0647,N20,VIIRS,n,2,286.95,3.39,D,0
-3.52687,102.09326,342.47,0.44,0.38,2025-05-18,0647,N20,VIIRS,n,2,295.38,5.29,D,0
-3.3398,104.09809,333.13,0.56,0.43,2025-05-18,0647,N20,VIIRS,n,2,294.65,6.81,D,0
-3.37432,104.23751,334.8,0.57,0.43,2025-05-18,0647,N20,VIIRS,n,2,294.22,29.76,D,0
-3.85147,102.9051,333.12,0.47,0.4,2025-05-18,0647,N20,VIIRS,n,2,297.18,3.22,D,0
-3.4721,102.20993,332.45,0.44,0.39,2025-05-18,0647,N20,VIIRS,n,2,296.57,4.83,D,0
-3.45832,102.0432,333.2,0.44,0.38,2025-05-18,0647,N20,VIIRS,n,2,296.15,5.97,D,0
-3.29432,102.42262,330.77,0.45,0.39,2025-05-18,0647,N20,VIIRS,n,2,296.71,3.48,D,0
-3.29497,102.41847,332.88,0.45,0.39,2025-05-18,0647,N20,VIIRS,n,2,298.42,3.48,D,0
-3.14773,103.16359,335.14,0.5,0.41,2025-05-18,0647,N20,VIIRS,n,2,295.45,10.83,D,0
-3.29524,102.16181,331.95,0.44,0.38,2025-05-18,0647,N20,VIIRS,n,2,295.87,3.43,D,0
-3.29171,102.1613,331.56,0.44,0.38,2025-05-18,0647,N20,VIIRS,n,2,294.27,3.43,D,0
-3.29496,102.16161,332.02,0.44,0.39,2025-05-18,0647,N20,VIIRS,n,2,296.46,7.64,D,0
-3.23308,102.0719,330.74,0.44,0.38,2025-05-18,0647,N20,VIIRS,n,2,296.44,5.11,D,0
-1.61857,105.46324,343.04,0.48,0.48,2025-05-18,0648,N20,VIIRS,n,2,291.68,11.47,D,0
-3.96594,102.62165,335.81,0.41,0.37,2025-05-19,0628,N20,VIIRS,n,2,283.17,3.68,D,0
-4.06125,102.73222,345.41,0.41,0.37,2025-05-19,0628,N20,VIIRS,n,2,290.81,6.52,D,0
-1.6962,102.71413,333.97,0.39,0.37,2025-05-19,0629,N20,VIIRS,n,2,297.68,3.96,D,0
-2.24776,102.08006,333.46,0.41,0.37,2025-05-19,0629,N20,VIIRS,n,2,296.18,1.76,D,0
-3.96351,102.70815,333.77,0.49,0.48,2025-05-20,0609,N20,VIIRS,n,2,291.62,4.69,D,0
-3.25878,102.76498,339.74,0.47,0.48,2025-05-20,0610,N20,VIIRS,n,2,296.65,4.87,D,0
-3.21222,102.65083,336.67,0.48,0.48,2025-05-20,0610,N20,VIIRS,n,2,294.95,2.92,D,0
-3.1836,102.01998,336.82,0.53,0.5,2025-05-20,0610,N20,VIIRS,n,2,287.04,6.72,D,0
-2.67341,103.2266,340.14,0.43,0.46,2025-05-20,0610,N20,VIIRS,n,2,287.42,5.48,D,0
-1.57039,103.69152,305.13,0.46,0.47,2025-05-20,1852,N20,VIIRS,n,2,292.22,1.19,N,0
-1.83778,103.37572,304.3,0.45,0.47,2025-05-20,1852,N20,VIIRS,n,2,291.76,0.69,N,0
-1.56234,103.69701,315.13,0.46,0.47,2025-05-20,1852,N20,VIIRS,n,2,292,1.29,N,0
-1.5741,103.68671,307.41,0.46,0.47,2025-05-20,1852,N20,VIIRS,n,2,292.33,0.79,N,0
-4.18627,102.76144,333.66,0.52,0.67,2025-05-21,0551,N20,VIIRS,n,2,287.78,4.21,D,0
-2.74609,102.83824,328.36,0.49,0.65,2025-05-21,0551,N20,VIIRS,n,2,291.14,3.49,D,0
-3.07508,103.1886,333.79,0.47,0.64,2025-05-21,0551,N20,VIIRS,n,2,292.4,7.54,D,0
-3.08093,103.18944,367,0.47,0.64,2025-05-21,0551,N20,VIIRS,h,2,292.69,7.54,D,0
-3.07981,103.19059,367,0.47,0.64,2025-05-21,0551,N20,VIIRS,h,2,292.37,14.46,D,0
-2.37062,105.18246,329.39,0.33,0.55,2025-05-21,0551,N20,VIIRS,n,2,291.8,2.7,D,0
-2.02808,105.35696,331.83,0.32,0.54,2025-05-21,0551,N20,VIIRS,n,2,294.53,4.23,D,0
-2.38585,102.90753,327.22,0.48,0.65,2025-05-21,0551,N20,VIIRS,n,2,291.88,2.57,D,0
-2.35638,102.50256,340.29,0.51,0.66,2025-05-21,0551,N20,VIIRS,n,2,291.01,5.14,D,0
-1.57329,103.686,313.11,0.4,0.37,2025-05-21,1833,N20,VIIRS,n,2,291.55,1.59,N,0
-1.57048,103.69009,314.12,0.4,0.37,2025-05-21,1833,N20,VIIRS,n,2,291.56,1.1,N,0
-1.56431,103.6947,311.12,0.4,0.37,2025-05-21,1833,N20,VIIRS,n,2,291.66,1.22,N,0
-3.18206,103.97969,331.09,0.49,0.65,2025-05-22,0712,N20,VIIRS,n,2,282.43,3.15,D,0
-2.1695,102.12838,350.84,0.38,0.59,2025-05-22,0713,N20,VIIRS,n,2,284.04,5.23,D,0
-1.81269,102.12068,328.78,0.38,0.59,2025-05-22,0713,N20,VIIRS,n,2,282.31,2.17,D,0
-2.16702,102.12727,353.39,0.38,0.59,2025-05-22,0713,N20,VIIRS,n,2,284.21,5.53,D,0
-2.13899,103.05098,335.59,0.44,0.62,2025-05-22,0713,N20,VIIRS,n,2,273.35,4,D,0
-2.1402,103.05181,334.59,0.44,0.62,2025-05-22,0713,N20,VIIRS,n,2,274.26,4.78,D,0
-2.37048,102.31394,330.73,0.39,0.59,2025-05-22,0713,N20,VIIRS,n,2,287.01,2.75,D,0
-2.55771,102.03099,338.48,0.37,0.58,2025-05-22,0713,N20,VIIRS,n,2,283.02,4.68,D,0
-3.2102,104.39744,341.72,0.41,0.37,2025-05-24,0635,N20,VIIRS,n,2,295.16,23.11,D,0
-1.54795,102.00483,334.68,0.38,0.36,2025-05-24,0635,N20,VIIRS,n,2,294.96,3.49,D,0
-1.57335,102.01566,326.38,0.38,0.36,2025-05-24,0635,N20,VIIRS,n,2,294.27,1.03,D,0
-2.99812,103.29355,332.13,0.39,0.36,2025-05-24,0635,N20,VIIRS,n,2,293.03,3.29,D,0
-3.55596,103.86185,329.02,0.39,0.37,2025-05-24,0635,N20,VIIRS,n,2,292.63,2.4,D,0
-2.49371,103.46435,338.15,0.39,0.36,2025-05-24,0635,N20,VIIRS,n,2,288.19,3.87,D,0
-3.72748,103.71733,298.44,0.62,0.71,2025-05-24,1737,N20,VIIRS,n,2,275.61,2,N,0
-3.80526,103.82131,295.45,0.61,0.71,2025-05-24,1737,N20,VIIRS,n,2,265.89,0.84,N,0
-3.72618,103.71526,335.45,0.5,0.41,2025-05-25,0616,N20,VIIRS,n,2,298.63,6.22,D,0
-2.90033,104.06931,332.9,0.47,0.4,2025-05-25,0616,N20,VIIRS,n,2,294.31,3.32,D,0
-2.75583,105.272,328.48,0.42,0.37,2025-05-25,0616,N20,VIIRS,l,2,298.86,3.19,D,0
-3.12559,103.93623,334.66,0.48,0.4,2025-05-25,0616,N20,VIIRS,n,2,294.02,4.45,D,0
-3.5768,102.22024,339.73,0.41,0.45,2025-05-25,0616,N20,VIIRS,n,2,291.81,5.21,D,0
-3.80744,103.82162,336.51,0.49,0.41,2025-05-25,0616,N20,VIIRS,n,2,299.03,6.78,D,0
-2.88426,103.89989,336.13,0.48,0.4,2025-05-25,0616,N20,VIIRS,n,2,295.1,8.02,D,0
-2.88462,103.89857,335.41,0.48,0.4,2025-05-25,0616,N20,VIIRS,n,2,294.75,8.41,D,0
-3.24694,102.95758,300.26,0.56,0.52,2025-05-25,1858,N20,VIIRS,n,2,276.99,0.74,N,0
-3.80762,103.81773,312.43,0.49,0.4,2025-05-26,1840,N20,VIIRS,n,2,268.05,1.6,N,0
-3.72469,103.71397,301.04,0.48,0.4,2025-05-26,1840,N20,VIIRS,n,2,275.08,1.42,N,0
-3.43808,103.69799,301.18,0.48,0.4,2025-05-26,1840,N20,VIIRS,n,2,283.19,0.49,N,0
-3.43789,103.69641,301.46,0.48,0.4,2025-05-26,1840,N20,VIIRS,n,2,282.65,0.45,N,0
-2.53423,103.32834,326.44,0.75,0.77,2025-05-27,0538,N20,VIIRS,n,2,287.82,9.96,D,0
-2.53218,103.33372,332.6,0.75,0.77,2025-05-27,0538,N20,VIIRS,n,2,287.44,7.81,D,0
-4.45154,104.48245,341.98,0.65,0.73,2025-05-27,0718,N20,VIIRS,n,2,287.26,12.26,D,0
-4.30391,104.65436,334.57,0.67,0.73,2025-05-27,0718,N20,VIIRS,n,2,283.14,4.95,D,0
-4.45435,104.48643,352.53,0.65,0.73,2025-05-27,0718,N20,VIIRS,n,2,287.33,10.92,D,0
-2.0715,102.09467,346.9,0.49,0.65,2025-05-27,0719,N20,VIIRS,n,2,290.45,6.67,D,0
-3.81123,103.82107,326.6,0.6,0.7,2025-05-27,0719,N20,VIIRS,n,2,290.7,7.46,D,0
-2.53238,103.33028,327.66,0.58,0.7,2025-05-27,0719,N20,VIIRS,n,2,287.6,2.82,D,0
-2.6886,103.87528,339,0.63,0.72,2025-05-27,0719,N20,VIIRS,n,2,288.43,6.19,D,0
-3.50521,102.23288,341.65,0.47,0.64,2025-05-27,0719,N20,VIIRS,n,2,289.97,6.14,D,0
-3.5685,102.17899,335.08,0.47,0.64,2025-05-27,0719,N20,VIIRS,n,2,291.73,7.16,D,0
-3.57266,102.18188,342.98,0.47,0.64,2025-05-27,0719,N20,VIIRS,n,2,291.97,5.65,D,0
-2.06782,102.09631,367,0.49,0.65,2025-05-27,0719,N20,VIIRS,h,2,290.91,8.79,D,0
-1.56519,103.69802,304.07,0.41,0.37,2025-05-27,1820,N20,VIIRS,n,2,291.16,0.65,N,0
-2.09938,103.79827,311.96,0.4,0.37,2025-05-27,1820,N20,VIIRS,n,2,291.76,0.32,N,2
-2.10277,103.79774,306.99,0.4,0.37,2025-05-27,1820,N20,VIIRS,n,2,292.31,0.78,N,2
-1.57366,103.68542,323.68,0.41,0.37,2025-05-27,1820,N20,VIIRS,n,2,292.12,1.67,N,0
-1.57083,103.68963,314.35,0.41,0.37,2025-05-27,1820,N20,VIIRS,n,2,292.13,1.35,N,0
-4.17461,104.68107,306.29,0.38,0.36,2025-05-27,1821,N20,VIIRS,n,2,292.22,1.42,N,0
-3.80747,103.82133,306.78,0.39,0.37,2025-05-27,1821,N20,VIIRS,n,2,292.07,3.07,N,0
-4.17792,104.68055,305.87,0.38,0.36,2025-05-27,1821,N20,VIIRS,n,2,292.14,1.66,N,0
-4.37667,102.83996,305.07,0.42,0.37,2025-05-27,1821,N20,VIIRS,n,2,292.84,0.7,N,0
-3.78065,103.82552,306.03,0.39,0.37,2025-05-27,1821,N20,VIIRS,n,2,291.89,1.66,N,0
-3.8069,103.81777,331.28,0.4,0.37,2025-05-27,1821,N20,VIIRS,n,2,294.43,7.04,N,0
-2.91041,102.66968,336.6,0.49,0.48,2025-05-28,0700,N20,VIIRS,n,2,297.83,10.44,D,0
-3.26383,105.14213,350.9,0.36,0.57,2025-05-28,0700,N20,VIIRS,n,2,291.35,6.2,D,0
-3.57649,103.30251,340.05,0.53,0.5,2025-05-28,0700,N20,VIIRS,n,2,295.8,11.01,D,0
-3.26444,105.13996,338.82,0.36,0.57,2025-05-28,0700,N20,VIIRS,n,2,292.05,3.56,D,0
-3.26391,105.14313,332.35,0.36,0.57,2025-05-28,0700,N20,VIIRS,n,2,291.51,3.56,D,0
-3.57586,103.30515,345.16,0.53,0.5,2025-05-28,0700,N20,VIIRS,n,2,296.6,10.67,D,0
-3.46272,104.47858,329.34,0.64,0.54,2025-05-28,0700,N20,VIIRS,n,2,290.2,4.68,D,0
-3.4988,104.41715,341.84,0.63,0.54,2025-05-28,0700,N20,VIIRS,n,2,288.41,15.42,D,0
-3.80896,103.81953,343.78,0.57,0.52,2025-05-28,0700,N20,VIIRS,n,2,297.85,9.71,D,0
-3.81009,103.81777,341.08,0.56,0.52,2025-05-28,0700,N20,VIIRS,n,2,297.24,6.25,D,0
-3.79439,104.61642,350.06,0.32,0.55,2025-05-28,0700,N20,VIIRS,n,2,292.22,4.77,D,0
-3.54673,102.16424,347.95,0.44,0.46,2025-05-28,0700,N20,VIIRS,n,2,298.17,7.35,D,0
-3.53169,102.06976,352.39,0.44,0.46,2025-05-28,0700,N20,VIIRS,n,2,298.33,21.98,D,0
-3.23555,103.72565,341.94,0.57,0.52,2025-05-28,0700,N20,VIIRS,n,2,293.31,10.08,D,0
-3.09887,104.10523,339.31,0.61,0.53,2025-05-28,0700,N20,VIIRS,n,2,292.88,24.31,D,0
-3.10188,104.10287,340.31,0.61,0.53,2025-05-28,0700,N20,VIIRS,n,2,293.52,22.51,D,0
-3.23014,102.0853,343.6,0.44,0.46,2025-05-28,0700,N20,VIIRS,n,2,294.86,6.12,D,0
-2.92,102.74278,339.62,0.49,0.49,2025-05-28,0700,N20,VIIRS,n,2,297.36,3.73,D,0
-2.90853,102.67316,340.19,0.49,0.48,2025-05-28,0700,N20,VIIRS,n,2,296.7,10.07,D,0
-2.36331,102.03366,329.91,0.45,0.47,2025-05-28,0700,N20,VIIRS,n,2,286.44,6.56,D,0
-2.36481,102.53326,332.76,0.41,0.37,2025-05-29,0641,N20,VIIRS,n,2,298.82,3.18,D,0
-2.64935,104.06013,333.99,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,295.54,4.36,D,0
-2.6593,103.74453,339.39,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,298.42,6.5,D,0
-2.68913,102.81618,334.71,0.41,0.37,2025-05-29,0641,N20,VIIRS,n,2,297.8,3.76,D,0
-2.61896,103.25243,331.49,0.43,0.38,2025-05-29,0641,N20,VIIRS,n,2,285.48,2.4,D,0
-2.68571,102.81567,340.77,0.41,0.37,2025-05-29,0641,N20,VIIRS,n,2,296.18,13.33,D,0
-2.61548,103.25189,335.18,0.43,0.38,2025-05-29,0641,N20,VIIRS,n,2,285.98,2.4,D,0
-2.63087,102.96734,338.85,0.42,0.38,2025-05-29,0641,N20,VIIRS,n,2,301.45,5.16,D,0
-3.10396,104.00088,344.57,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,298.07,14.84,D,0
-3.12043,103.96584,331.21,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,295.04,12.72,D,0
-3.11979,103.96992,331.96,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,295.05,12.72,D,0
-3.12337,103.97045,332.09,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,294.8,12.72,D,0
-3.13405,104.11484,335.33,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,298.57,6.65,D,0
-3.4763,102.03838,332.89,0.39,0.36,2025-05-29,0641,N20,VIIRS,n,2,296.88,2.92,D,0
-3.16557,104.07742,331.1,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,296.69,3.79,D,0
-3.1916,103.93096,337.33,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,294.73,52.98,D,0
-3.19417,103.93102,341.21,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,297.24,46.6,D,0
-3.19381,104.07285,336.24,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,300.17,38.38,D,0
-3.19316,104.07696,337.68,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,298.15,32.08,D,0
-3.49521,102.20005,345.67,0.39,0.36,2025-05-29,0641,N20,VIIRS,n,2,300.21,17.92,D,0
-3.62769,102.35805,332.23,0.4,0.37,2025-05-29,0641,N20,VIIRS,n,2,297.84,3.06,D,0
-3.38161,103.98789,341.92,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,295.32,8.71,D,0
-3.21349,105.12894,331.53,0.52,0.42,2025-05-29,0641,N20,VIIRS,n,2,295.12,5.26,D,0
-3.54874,103.14697,333.11,0.42,0.37,2025-05-29,0641,N20,VIIRS,n,2,296.61,4.96,D,0
-3.57366,103.30482,339.61,0.42,0.38,2025-05-29,0641,N20,VIIRS,n,2,299.42,3.83,D,0
-3.57712,103.30534,331.33,0.42,0.38,2025-05-29,0641,N20,VIIRS,n,2,298.05,1.34,D,0
-3.5211,103.71536,335.54,0.44,0.38,2025-05-29,0641,N20,VIIRS,n,2,298.6,6.3,D,0
-3.43549,104.39058,330.75,0.47,0.4,2025-05-29,0641,N20,VIIRS,n,2,298.86,3.84,D,0
-3.44154,104.47317,331.85,0.48,0.4,2025-05-29,0641,N20,VIIRS,n,2,296,3.85,D,0
-3.92692,102.85614,341.92,0.41,0.37,2025-05-29,0641,N20,VIIRS,n,2,299.92,4.87,D,0
-3.75661,104.46741,342.67,0.47,0.4,2025-05-29,0641,N20,VIIRS,n,2,294.8,12.14,D,0
-3.75635,104.47107,334.15,0.47,0.4,2025-05-29,0641,N20,VIIRS,n,2,290.71,11.84,D,0
-4.23569,102.87645,336.47,0.4,0.37,2025-05-29,0641,N20,VIIRS,n,2,293.56,3.3,D,0
-2.54704,102.85159,333,0.42,0.37,2025-05-29,0641,N20,VIIRS,n,2,298.07,1.93,D,0
-2.38687,102.82263,330.93,0.42,0.37,2025-05-29,0641,N20,VIIRS,n,2,295.7,1.36,D,0
-3.06627,102.18644,330.93,0.4,0.37,2025-05-29,0641,N20,VIIRS,n,2,298.23,2.77,D,0
-2.11644,102.8964,336.27,0.42,0.38,2025-05-29,0641,N20,VIIRS,n,2,299.65,4.81,D,0
-3.0796,104.03911,340.75,0.46,0.39,2025-05-29,0641,N20,VIIRS,n,2,297.28,5.44,D,0
-3.35618,102.24271,330.93,0.4,0.37,2025-05-29,0641,N20,VIIRS,n,2,294.97,8.34,D,0
-3.35672,102.23918,343.97,0.4,0.37,2025-05-29,0641,N20,VIIRS,n,2,299.24,8.34,D,0
-3.08058,103.92304,344.32,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,298.07,11.56,D,0
-3.19659,102.90988,333.15,0.41,0.37,2025-05-29,0641,N20,VIIRS,n,2,298.36,6.56,D,0
-2.954,103.7803,331.95,0.45,0.39,2025-05-29,0641,N20,VIIRS,n,2,296.12,1.08,D,0
-3.03924,102.95396,331.59,0.41,0.37,2025-05-29,0641,N20,VIIRS,n,2,297.32,2.11,D,0
-3.18146,102.01051,333.73,0.39,0.36,2025-05-29,0641,N20,VIIRS,n,2,298.4,3.62,D,0
-3.1582,102.13969,330.19,0.39,0.36,2025-05-29,0641,N20,VIIRS,n,2,298.96,2.4,D,0
-3.17029,102.10739,332.69,0.34,0.56,2025-05-31,0603,N20,VIIRS,n,2,289.95,4.84,D,0
-3.21299,102.09986,367,0.34,0.56,2025-05-31,0603,N20,VIIRS,h,2,291.61,18.37,D,0
-4.43508,104.97755,329.83,0.44,0.46,2025-05-31,0603,N20,VIIRS,n,2,294.34,4.41,D,0
-4.4345,104.98152,337.27,0.44,0.46,2025-05-31,0603,N20,VIIRS,n,2,293.81,4.41,D,0
-4.40278,105.25483,334.23,0.43,0.46,2025-05-31,0603,N20,VIIRS,n,2,293.55,2.94,D,0
-3.21346,102.09663,353.62,0.34,0.56,2025-05-31,0603,N20,VIIRS,n,2,292.42,15.2,D,0
-3.16982,102.11073,352.94,0.34,0.56,2025-05-31,0603,N20,VIIRS,n,2,288.39,4.84,D,0
-1.91015,102.5452,335.43,0.6,0.53,2025-05-31,0604,N20,VIIRS,n,2,291.05,4.71,D,0
-2.44824,106.00098,332.71,0.54,0.42,2025-05-31,0604,N20,VIIRS,n,2,295.13,3.43,D,0
-2.24367,102.08166,328.59,0.33,0.55,2025-05-31,0604,N20,VIIRS,n,2,291.42,2.98,D,0
-2.16536,102.16103,335.18,0.32,0.55,2025-05-31,0604,N20,VIIRS,n,2,289.87,1.84,D,0
-1.9121,102.54194,339.62,0.6,0.53,2025-05-31,0604,N20,VIIRS,n,2,291.37,6.15,D,0
-2.42288,106.01202,331.16,0.54,0.42,2025-05-31,0604,N20,VIIRS,n,2,294.69,4.21,D,0
-2.61744,103.25686,339.72,0.55,0.51,2025-05-31,0604,N20,VIIRS,n,2,290.27,9.99,D,0
-2.61816,103.25203,336.9,0.55,0.51,2025-05-31,0604,N20,VIIRS,n,2,291.95,9.99,D,0
-2.61004,102.77901,333.69,0.59,0.53,2025-05-31,0604,N20,VIIRS,n,2,293.23,4.39,D,0
-2.53665,103.38237,296.33,0.38,0.36,2025-06-01,1827,N20,VIIRS,n,2,279.66,0.36,N,0
-2.48804,103.11784,300.12,0.39,0.36,2025-06-01,1827,N20,VIIRS,n,2,282.23,0.39,N,0
