latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-4.39975,103.12169,340.72,0.38,0.59,2025-01-02,0556,N20,VIIRS,n,2,290.82,2.9,D,0
-4.39749,103.12086,342.96,0.38,0.59,2025-01-02,0556,N20,VIIRS,n,2,291.4,3.76,D,0
-3.7382,103.08326,349.23,0.38,0.58,2025-01-02,0557,N20,VIIRS,n,2,286.59,7.6,D,0
-3.73865,103.0802,332.28,0.38,0.59,2025-01-02,0557,N20,VIIRS,n,2,286.96,6.37,D,0
-2.19342,103.45049,311.68,0.45,0.39,2025-01-02,1839,N20,VIIRS,n,2,283.57,2.07,N,0
-2.19646,103.45075,305.22,0.45,0.39,2025-01-02,1839,N20,VIIRS,n,2,284.18,1.48,N,0
-3.31532,104.32404,301.86,0.39,0.36,2025-01-03,1820,N20,VIIRS,n,2,281.28,0.37,N,0
-3.06842,104.20195,305.88,0.39,0.36,2025-01-03,1820,N20,VIIRS,n,2,276.56,0.8,N,0
-4.0678,102.64227,339.39,0.47,0.48,2025-01-04,0659,N20,VIIRS,n,2,287.27,8.69,D,0
-2.84222,102.8253,340.59,0.5,0.49,2025-01-04,0700,N20,VIIRS,n,2,280.17,6.9,D,0
-3.66599,102.35732,334.63,0.45,0.47,2025-01-04,0700,N20,VIIRS,n,2,291.38,16.28,D,0
-3.28095,104.36423,345.01,0.63,0.54,2025-01-04,0700,N20,VIIRS,n,2,292.4,13.88,D,0
-3.17682,104.06651,344.42,0.6,0.53,2025-01-04,0700,N20,VIIRS,n,2,287.39,14.46,D,0
-4.44002,103.23213,332.03,0.41,0.37,2025-01-05,0640,N20,VIIRS,n,2,293.61,1.71,D,0
-4.23124,102.88432,345.13,0.41,0.37,2025-01-05,0640,N20,VIIRS,n,2,298.2,8.52,D,0
-4.45353,102.96379,332.26,0.41,0.37,2025-01-05,0640,N20,VIIRS,n,2,296.38,1.49,D,0
-1.96727,102.18089,335.55,0.4,0.37,2025-01-05,0641,N20,VIIRS,n,2,292.22,8.52,D,0
-1.92735,102.06854,329.15,0.4,0.37,2025-01-05,0641,N20,VIIRS,n,2,292.86,1.56,D,0
-3.46725,102.09218,330.52,0.39,0.36,2025-01-05,0641,N20,VIIRS,n,2,296.71,2.85,D,0
-4.05852,102.75307,332.22,0.4,0.37,2025-01-05,0641,N20,VIIRS,n,2,294.47,2.83,D,0
-4.14113,102.67478,340.93,0.4,0.37,2025-01-05,0641,N20,VIIRS,n,2,296.27,16.06,D,0
-2.03781,102.20372,325.12,0.4,0.37,2025-01-05,0641,N20,VIIRS,n,2,294.22,2.21,D,0
-3.31142,102.18249,333.73,0.39,0.37,2025-01-05,0641,N20,VIIRS,n,2,291.64,5.28,D,0
-3.78477,102.41366,334.89,0.4,0.37,2025-01-05,0641,N20,VIIRS,n,2,295.67,3.81,D,0
-3.19036,102.03681,329.48,0.6,0.7,2025-01-08,0725,N20,VIIRS,n,2,283.11,3.97,D,0
-3.19072,102.03342,337.5,0.6,0.7,2025-01-08,0725,N20,VIIRS,n,2,283.46,4.9,D,0
-1.56362,103.69664,312.81,0.38,0.36,2025-01-08,1826,N20,VIIRS,n,2,289.43,1.34,N,0
-3.86724,105.88229,333.04,0.4,0.37,2025-01-11,0628,N20,VIIRS,n,2,293.16,2.76,D,0
-2.51138,104.4423,327.04,0.39,0.36,2025-01-11,0628,N20,VIIRS,n,2,284.97,3.85,D,0
-2.85207,104.45635,329.8,0.39,0.36,2025-01-11,0628,N20,VIIRS,n,2,289.4,4.07,D,0
-2.85155,104.4598,331.39,0.39,0.36,2025-01-11,0628,N20,VIIRS,n,2,287.79,4.35,D,0
-3.1832,104.35385,333.24,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,285.55,3.47,D,0
-3.30315,104.43567,333.3,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,283.76,4.21,D,0
-3.39886,104.4086,330.54,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,289.22,2.33,D,0
-3.4361,104.54493,337.03,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,291.1,11.28,D,0
-3.4394,104.54543,329.65,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,286.34,11.28,D,0
-3.5511,104.45793,343.52,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,288.75,11.21,D,0
-3.45938,105.57256,338.4,0.4,0.37,2025-01-11,0628,N20,VIIRS,n,2,288.4,4.02,D,0
-3.67078,104.29298,331.78,0.38,0.36,2025-01-11,0628,N20,VIIRS,n,2,286.63,2.72,D,0
-3.6438,104.65205,333.24,0.39,0.36,2025-01-11,0628,N20,VIIRS,n,2,287.31,2.96,D,0
-3.89041,105.22155,342.58,0.42,0.45,2025-01-23,0603,N20,VIIRS,n,2,288.77,5.19,D,0
-3.74776,105.76227,339.69,0.47,0.48,2025-01-26,0647,N20,VIIRS,n,2,284.32,3.18,D,0
-3.74769,105.76165,339.29,0.47,0.48,2025-01-26,0647,N20,VIIRS,n,2,284.75,3.87,D,0
-4.0859,102.61775,344.32,0.39,0.59,2025-01-30,0712,N20,VIIRS,n,2,282.95,4.36,D,0
-4.08709,102.61952,347.12,0.39,0.59,2025-01-30,0712,N20,VIIRS,n,2,281.7,4.78,D,0
-4.36156,102.93641,328.19,0.4,0.6,2025-01-30,0712,N20,VIIRS,n,2,285.82,2.77,D,0
-2.52971,103.96062,314.33,0.45,0.39,2025-01-30,1814,N20,VIIRS,n,2,288.76,1.72,N,0
-2.52658,103.96038,302.96,0.45,0.39,2025-01-30,1814,N20,VIIRS,n,2,288.44,0.53,N,0
-2.19578,103.45036,319.51,0.48,0.4,2025-01-30,1814,N20,VIIRS,n,2,281.77,1.52,N,0
-2.53013,103.95982,308.02,0.45,0.39,2025-01-30,1814,N20,VIIRS,n,2,288.77,1.08,N,0
-4.03781,102.59223,332.94,0.56,0.43,2025-01-31,0653,N20,VIIRS,n,2,296.52,7.98,D,0
-4.20031,102.68283,336.38,0.56,0.43,2025-01-31,0653,N20,VIIRS,n,2,297.14,5.58,D,0
-4.43905,103.15128,353.98,0.4,0.44,2025-01-31,0653,N20,VIIRS,n,2,299.98,16.3,D,0
-4.16022,102.83372,339.37,0.38,0.43,2025-01-31,0653,N20,VIIRS,n,2,296.4,9.15,D,0
-4.13895,102.81354,336.4,0.57,0.43,2025-01-31,0653,N20,VIIRS,n,2,295.96,5.63,D,0
-4.19481,102.66647,330.81,0.56,0.43,2025-01-31,0653,N20,VIIRS,n,2,294.12,2.8,D,0
-3.93881,104.10939,333.19,0.47,0.47,2025-01-31,0653,N20,VIIRS,n,2,292.35,3.12,D,0
-3.84944,102.43996,332.72,0.55,0.43,2025-01-31,0653,N20,VIIRS,n,2,292.59,7.83,D,0
-3.96163,102.61702,334.26,0.56,0.43,2025-01-31,0653,N20,VIIRS,n,2,297.59,5.75,D,0
-1.54117,105.71967,329.83,0.33,0.55,2025-01-31,0654,N20,VIIRS,n,2,289.79,2.46,D,0
-3.51198,102.10846,333.58,0.53,0.42,2025-01-31,0654,N20,VIIRS,n,2,296.4,21.77,D,0
-3.50598,102.14664,333.71,0.53,0.42,2025-01-31,0654,N20,VIIRS,n,2,293.95,9.72,D,0
-3.51731,102.09956,334.13,0.53,0.42,2025-01-31,0654,N20,VIIRS,n,2,296.11,11.27,D,0
-3.51828,102.14374,336.32,0.53,0.42,2025-01-31,0654,N20,VIIRS,n,2,297.4,22.27,D,0
-3.35821,103.93197,339.54,0.46,0.47,2025-01-31,0654,N20,VIIRS,n,2,292.42,5.42,D,0
-2.19342,103.44952,309.64,0.32,0.55,2025-01-31,1755,N20,VIIRS,n,2,276.97,1.9,N,0
-2.19387,103.45238,310.24,0.32,0.54,2025-01-31,1755,N20,VIIRS,n,2,277.79,2.04,N,0
-2.19368,103.45063,325.81,0.32,0.54,2025-01-31,1755,N20,VIIRS,n,2,276.78,2.48,N,0
-4.14518,103.28912,325.65,0.39,0.36,2025-02-01,0634,N20,VIIRS,n,2,278.24,1.13,D,0
-4.1876,102.76255,336.3,0.38,0.36,2025-02-01,0634,N20,VIIRS,n,2,291.47,5.93,D,0
-3.4245,103.07347,331.07,0.39,0.36,2025-02-01,0635,N20,VIIRS,n,2,289.58,2.64,D,0
-3.3909,102.24312,326.55,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,283.09,1.92,D,0
-3.23156,102.06237,334.99,0.39,0.36,2025-02-01,0635,N20,VIIRS,n,2,284.93,3.87,D,0
-3.66959,102.4873,325.5,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,291.94,2.26,D,0
-3.85049,102.54803,329.69,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,287.91,2.14,D,0
-3.69574,102.98542,336.14,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,286.52,8.81,D,0
-3.70716,102.37318,329.36,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,293.93,1.79,D,0
-2.86623,103.26268,347.31,0.39,0.36,2025-02-01,0635,N20,VIIRS,n,2,275.64,11.09,D,0
-2.27386,105.82907,336.24,0.48,0.4,2025-02-01,0635,N20,VIIRS,n,2,277.46,4.43,D,0
-2.89141,104.07632,326.57,0.4,0.37,2025-02-01,0635,N20,VIIRS,n,2,276.33,1.95,D,0
-2.0964,102.61359,343.22,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,289.84,9.75,D,0
-1.91872,102.55402,330.81,0.38,0.36,2025-02-01,0635,N20,VIIRS,n,2,284.84,1.18,D,0
-1.69441,105.87139,329.97,0.49,0.4,2025-02-01,0635,N20,VIIRS,n,2,274.76,3.15,D,0
-3.32957,105.31538,340.99,0.54,0.42,2025-02-06,0641,N20,VIIRS,n,2,289.57,9.74,D,0
-1.66917,105.65582,339.85,0.39,0.44,2025-02-06,0641,N20,VIIRS,n,2,292.29,4.87,D,0
-1.73148,105.78964,339.84,0.4,0.44,2025-02-06,0641,N20,VIIRS,n,2,293.03,4.63,D,0
-1.80348,105.56922,339.16,0.39,0.44,2025-02-06,0641,N20,VIIRS,n,2,292.19,4.72,D,0
-1.80293,105.57269,334.12,0.39,0.44,2025-02-06,0641,N20,VIIRS,n,2,291.22,4.72,D,0
-1.85952,105.34202,341.53,0.56,0.43,2025-02-06,0641,N20,VIIRS,n,2,294.12,9.04,D,0
-2.31838,102.62574,337.03,0.41,0.37,2025-02-06,0641,N20,VIIRS,n,2,295.42,4.38,D,0
-3.32801,105.316,342.39,0.54,0.42,2025-02-06,0641,N20,VIIRS,n,2,291.33,11.02,D,0
-3.57233,105.62932,337.52,0.56,0.43,2025-02-06,0641,N20,VIIRS,n,2,294,4.46,D,0
-2.23389,102.7879,333.54,0.42,0.38,2025-02-06,0641,N20,VIIRS,n,2,294.39,11.47,D,0
-2.19188,103.44746,295.6,0.53,0.67,2025-02-06,1743,N20,VIIRS,n,2,270.65,0.6,N,0
-2.19265,103.45215,295.85,0.53,0.67,2025-02-06,1743,N20,VIIRS,n,2,269.84,0.77,N,0
-1.70832,106.04039,331.25,0.39,0.36,2025-02-07,0622,N20,VIIRS,n,2,294.6,2.73,D,0
-3.63316,105.49889,332.29,0.38,0.36,2025-02-07,0622,N20,VIIRS,n,2,294.41,3.6,D,0
-3.80726,103.81768,331.39,0.42,0.37,2025-02-07,0622,N20,VIIRS,n,2,295.3,5.73,D,0
-1.56066,103.69629,306.18,0.39,0.59,2025-02-07,1904,N20,VIIRS,n,2,286.92,0.83,N,0
-2.19459,103.45124,301.5,0.38,0.59,2025-02-07,1904,N20,VIIRS,n,2,285.31,1.04,N,0
-2.64748,104.09422,325.23,0.43,0.62,2025-02-07,1904,N20,VIIRS,n,2,282.85,2.19,N,0
-1.57045,103.68764,302.09,0.39,0.59,2025-02-07,1904,N20,VIIRS,n,2,287,0.51,N,0
-3.30533,104.3188,304.28,0.46,0.63,2025-02-07,1905,N20,VIIRS,n,2,285.77,2.5,N,0
-2.71631,106.07626,334.76,0.53,0.42,2025-02-08,0603,N20,VIIRS,n,2,289.47,4.59,D,0
-1.98177,105.20677,331.29,0.39,0.44,2025-02-08,0604,N20,VIIRS,n,2,291.01,4.51,D,0
-4.41987,103.08374,334.85,0.63,0.72,2025-02-09,0544,N20,VIIRS,n,2,287.27,6.72,D,0
-4.42647,103.08463,343.03,0.63,0.72,2025-02-09,0544,N20,VIIRS,n,2,287.93,6.72,D,0
-4.42521,103.08018,336.73,0.63,0.72,2025-02-09,0544,N20,VIIRS,n,2,288.39,9.1,D,0
-4.42439,103.08624,341.19,0.63,0.72,2025-02-09,0544,N20,VIIRS,n,2,288.17,9.1,D,0
-2.21147,105.99895,325.25,0.37,0.58,2025-02-09,0545,N20,VIIRS,n,2,286.98,2.58,D,0
-2.61702,106.37646,335.96,0.35,0.57,2025-02-09,0545,N20,VIIRS,n,2,286.31,1.91,D,0
-2.39097,105.91418,341.14,0.37,0.58,2025-02-09,0545,N20,VIIRS,n,2,271.13,4.97,D,0
-1.73253,102.19733,306.74,0.4,0.37,2025-02-09,1827,N20,VIIRS,n,2,290.96,0.56,N,0
-3.79512,103.81873,298.72,0.39,0.36,2025-02-09,1827,N20,VIIRS,n,2,275.95,0.64,N,0
-4.42833,105.01634,332.12,0.43,0.62,2025-02-10,0706,N20,VIIRS,n,2,284.58,3.74,D,0
-4.42659,105.01537,329.37,0.43,0.62,2025-02-10,0706,N20,VIIRS,n,2,284.47,4.19,D,0
-3.79432,103.82053,300.53,0.53,0.42,2025-02-10,1808,N20,VIIRS,n,2,289.37,1.43,N,0
-1.57077,103.68778,296.83,0.39,0.44,2025-02-10,1808,N20,VIIRS,n,2,276.45,0.58,N,0
-2.38283,105.07906,309.72,0.47,0.4,2025-02-10,1808,N20,VIIRS,n,2,290.96,1.35,N,0
-1.57421,103.68368,296.52,0.39,0.44,2025-02-10,1808,N20,VIIRS,n,2,276.16,0.3,N,0
-1.56389,103.69598,301.7,0.39,0.44,2025-02-10,1808,N20,VIIRS,n,2,277.07,0.44,N,0
-3.80507,103.81382,301.61,0.53,0.42,2025-02-10,1808,N20,VIIRS,n,2,287.93,2.03,N,0
-3.55891,102.16561,344.75,0.44,0.39,2025-02-11,0647,N20,VIIRS,n,2,290.23,6.94,D,0
-3.46159,102.04601,335.19,0.44,0.38,2025-02-11,0647,N20,VIIRS,n,2,283.95,4.96,D,0
-1.90814,102.53563,330.44,0.48,0.4,2025-02-11,0648,N20,VIIRS,n,2,276.34,2.82,D,0
-1.60755,105.55622,331.65,0.49,0.49,2025-02-11,0648,N20,VIIRS,n,2,287.27,4.49,D,0
-2.31483,103.4726,346.39,0.53,0.42,2025-02-11,0648,N20,VIIRS,n,2,278.43,12.86,D,0
-2.31286,103.47058,328.98,0.53,0.42,2025-02-11,0648,N20,VIIRS,n,2,277.12,6.34,D,0
-2.3121,103.47534,333.53,0.53,0.42,2025-02-11,0648,N20,VIIRS,n,2,276.79,8.59,D,0
-2.45339,106.02412,338.1,0.42,0.38,2025-02-12,0628,N20,VIIRS,n,2,285.79,3.1,D,0
-2.86171,106.23689,335.61,0.42,0.38,2025-02-12,0628,N20,VIIRS,n,2,297.23,6.95,D,0
-2.87785,106.43061,344.98,0.43,0.38,2025-02-12,0628,N20,VIIRS,n,2,292.57,8.66,D,0
-2.86188,106.34972,333,0.43,0.38,2025-02-12,0628,N20,VIIRS,n,2,294.83,3.18,D,0
-2.80735,106.25209,339.74,0.42,0.38,2025-02-12,0628,N20,VIIRS,n,2,287.43,3.06,D,0
-2.71642,106.23032,332.77,0.42,0.38,2025-02-12,0628,N20,VIIRS,n,2,287.87,4.26,D,0
-2.92787,104.68696,328.17,0.39,0.36,2025-02-12,0628,N20,VIIRS,n,2,295.33,2.28,D,0
-2.47987,105.96696,336.99,0.42,0.37,2025-02-12,0628,N20,VIIRS,n,2,292.61,5.28,D,0
-1.65686,105.37118,335.53,0.4,0.37,2025-02-12,0629,N20,VIIRS,n,2,295.5,2.14,D,0
-2.45394,106.02429,332.78,0.42,0.38,2025-02-12,0629,N20,VIIRS,n,2,284.89,3.48,D,0
-2.41204,105.99883,338.8,0.42,0.37,2025-02-12,0629,N20,VIIRS,n,2,289.03,6.07,D,0
-2.4086,105.99833,337.95,0.42,0.37,2025-02-12,0629,N20,VIIRS,n,2,287.63,4.65,D,0
-2.33989,105.9455,341.03,0.42,0.37,2025-02-12,0629,N20,VIIRS,n,2,290.08,7.88,D,0
-2.41526,105.3812,336.7,0.4,0.37,2025-02-12,0629,N20,VIIRS,n,2,297.03,5.53,D,0
-2.51069,104.4407,333.65,0.39,0.36,2025-02-12,0629,N20,VIIRS,n,2,296.1,3.82,D,0
-2.11235,105.96836,340.5,0.42,0.38,2025-02-12,0629,N20,VIIRS,n,2,291.99,7.23,D,0
-2.12656,105.87494,335.26,0.42,0.37,2025-02-12,0629,N20,VIIRS,n,2,298.28,2.66,D,0
-1.80298,105.40488,334.34,0.4,0.37,2025-02-12,0629,N20,VIIRS,n,2,297.81,2.09,D,0
-1.69404,105.63452,334.57,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,293.72,4.87,D,0
-1.69461,105.63084,334.36,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,292.89,4.69,D,0
-1.69063,105.634,336.01,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,292.62,9.52,D,0
-1.69119,105.63032,331.37,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,293.21,8.01,D,0
-1.66444,105.64514,342.06,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,296.47,6.2,D,0
-1.61898,105.55177,333.24,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,296.97,3.42,D,0
-1.57863,105.54201,333.62,0.41,0.37,2025-02-12,0629,N20,VIIRS,n,2,295.13,2.96,D,0
-1.56248,103.69403,304.43,0.5,0.66,2025-02-12,1910,N20,VIIRS,n,2,284.46,1.47,N,0
-1.5605,103.6956,306.22,0.5,0.66,2025-02-12,1910,N20,VIIRS,n,2,285,0.75,N,0
-3.33284,105.31535,337.19,0.49,0.4,2025-02-13,0609,N20,VIIRS,n,2,299.69,8.91,D,0
-4.3911,104.19717,341,0.39,0.44,2025-02-13,0609,N20,VIIRS,n,2,295.58,8.3,D,0
-4.41397,103.27809,339.57,0.45,0.47,2025-02-13,0609,N20,VIIRS,n,2,294.61,5.47,D,0
-4.21527,102.91792,339.77,0.47,0.48,2025-02-13,0609,N20,VIIRS,n,2,287.84,8.35,D,0
-4.2109,102.91733,340.73,0.47,0.48,2025-02-13,0609,N20,VIIRS,n,2,286.94,8.35,D,0
-3.69559,103.02514,339.28,0.45,0.47,2025-02-13,0609,N20,VIIRS,n,2,293.02,5.98,D,0
-3.95571,102.69321,335.91,0.48,0.48,2025-02-13,0609,N20,VIIRS,n,2,289.59,4.38,D,0
-3.82572,102.53496,331.98,0.49,0.49,2025-02-13,0609,N20,VIIRS,n,2,290.31,4.64,D,0
-3.32198,102.48008,330.61,0.49,0.48,2025-02-13,0610,N20,VIIRS,n,2,289.69,3,D,0
-2.69612,105.95514,346.1,0.45,0.39,2025-02-13,0610,N20,VIIRS,n,2,299.52,12.26,D,0
-3.20706,102.4054,339.41,0.49,0.49,2025-02-13,0610,N20,VIIRS,n,2,293.67,8.57,D,0
-3.01173,103.26805,339.7,0.43,0.46,2025-02-13,0610,N20,VIIRS,n,2,290.08,8.68,D,0
-2.58021,104.60277,336.43,0.52,0.42,2025-02-13,0610,N20,VIIRS,n,2,296.56,5.21,D,0
-2.51203,104.44031,332.26,0.53,0.42,2025-02-13,0610,N20,VIIRS,n,2,299.28,3.87,D,0
-2.38266,105.07455,339.71,0.49,0.4,2025-02-13,0610,N20,VIIRS,n,2,296.89,7.47,D,0
-2.68302,102.95033,339.72,0.44,0.46,2025-02-13,0610,N20,VIIRS,n,2,291.5,4.5,D,0
-2.41514,103.47704,339.2,0.41,0.45,2025-02-13,0610,N20,VIIRS,n,2,293.71,5.27,D,0
-2.2723,103.51423,346.53,0.4,0.44,2025-02-13,0610,N20,VIIRS,n,2,294.11,6.81,D,0
-2.27339,102.60514,341.63,0.46,0.47,2025-02-13,0610,N20,VIIRS,n,2,294.36,6.09,D,0
-2.26283,102.00732,349.71,0.51,0.49,2025-02-13,0610,N20,VIIRS,n,2,289.44,15.17,D,0
-2.26092,102.00861,338.74,0.51,0.49,2025-02-13,0610,N20,VIIRS,n,2,288.87,8.66,D,0
-2.2616,102.00412,334.55,0.51,0.49,2025-02-13,0610,N20,VIIRS,n,2,288.87,8.66,D,0
-2.39563,106.27602,330.38,0.43,0.38,2025-02-13,0610,N20,VIIRS,l,2,302.06,6.89,D,0
-3.58987,103.01112,334.61,0.45,0.47,2025-02-13,0610,N20,VIIRS,n,2,291.78,3.11,D,0
-3.40799,103.27744,329.1,0.43,0.46,2025-02-13,0610,N20,VIIRS,n,2,292.27,3.22,D,0
-3.21631,104.12675,334.3,0.57,0.43,2025-02-13,0610,N20,VIIRS,n,2,293.47,4.46,D,0
-3.32466,103.34375,340.31,0.43,0.46,2025-02-13,0610,N20,VIIRS,n,2,291.63,5.16,D,0
-2.86951,106.36553,332.8,0.43,0.38,2025-02-13,0610,N20,VIIRS,l,2,299.31,3,D,0
-3.17987,104.12659,330.01,0.57,0.43,2025-02-13,0610,N20,VIIRS,n,2,294.37,3.1,D,0
-3.17591,104.12601,332.14,0.57,0.43,2025-02-13,0610,N20,VIIRS,n,2,294.06,4.05,D,0
-3.46179,102.03678,337.77,0.52,0.5,2025-02-13,0610,N20,VIIRS,n,2,290.55,3.67,D,0
-2.81327,106.43194,334.09,0.43,0.38,2025-02-13,0610,N20,VIIRS,n,2,299.07,9.29,D,0
-2.36586,106.00225,328.79,0.33,0.55,2025-02-16,0654,N20,VIIRS,n,2,285.91,2.38,D,0
-2.45404,105.96281,353.39,0.33,0.55,2025-02-16,0654,N20,VIIRS,n,2,288.18,5.87,D,0
-2.39024,105.91517,341.07,0.33,0.55,2025-02-16,0654,N20,VIIRS,n,2,287.46,5.71,D,0
-3.41184,104.14726,300.19,0.55,0.51,2025-02-16,1756,N20,VIIRS,n,2,279.5,1.3,N,0
-1.90992,103.17764,334.33,0.39,0.36,2025-02-17,0635,N20,VIIRS,n,2,295.95,3,D,0
-2.55502,104.76988,303.35,0.39,0.36,2025-02-20,1820,N20,VIIRS,n,2,280.86,0.68,N,2
-1.66872,105.3709,335.88,0.57,0.43,2025-02-22,0641,N20,VIIRS,n,2,293.05,7.45,D,0
-1.81943,105.67805,333.04,0.39,0.44,2025-02-22,0641,N20,VIIRS,n,2,288.98,3.17,D,0
-1.80361,105.59325,342.56,0.39,0.44,2025-02-22,0641,N20,VIIRS,n,2,294.05,5.42,D,0
-1.56175,103.6948,321.79,0.39,0.44,2025-02-26,1808,N20,VIIRS,n,2,282.88,2.58,N,0
-2.67976,106.4286,336.52,0.43,0.38,2025-02-28,0628,N20,VIIRS,n,2,290.94,24.21,D,0
-4.4253,105.30413,333.5,0.39,0.36,2025-02-28,0628,N20,VIIRS,n,2,291.02,3,D,0
-3.51917,104.39406,344.96,0.38,0.36,2025-02-28,0628,N20,VIIRS,n,2,294.92,5.84,D,0
-1.64965,105.83776,335.46,0.42,0.37,2025-02-28,0629,N20,VIIRS,n,2,294.28,3.28,D,0
-1.67128,105.97428,300.47,0.6,0.71,2025-02-28,1730,N20,VIIRS,n,2,281.26,1.46,N,0
-1.67389,105.97541,306,0.72,0.76,2025-02-28,1910,N20,VIIRS,n,2,284.25,2.2,N,0
-2.43814,106.18076,338.51,0.44,0.38,2025-03-01,0610,N20,VIIRS,n,2,297.06,4.63,D,0
-1.70774,106.03838,341.31,0.44,0.38,2025-03-01,0610,N20,VIIRS,n,2,297.44,6.94,D,0
-2.48377,106.4561,330.4,0.43,0.38,2025-03-01,0610,N20,VIIRS,l,2,301.17,1.46,D,0
-1.5657,103.69745,333.71,0.39,0.44,2025-03-01,0610,N20,VIIRS,n,2,294.86,2.48,D,0
-1.56183,103.69753,323.27,0.47,0.48,2025-03-01,1851,N20,VIIRS,n,2,290.07,4.16,N,0
-1.56617,103.69686,304.96,0.47,0.48,2025-03-01,1851,N20,VIIRS,n,2,289.82,2.2,N,0
-4.01607,103.11939,297.27,0.47,0.47,2025-03-01,1852,N20,VIIRS,n,2,286.46,1.41,N,1
-1.5679,103.6163,326.92,0.41,0.61,2025-03-02,0551,N20,VIIRS,n,2,288.29,3.11,D,0
-1.68386,105.44798,336.83,0.61,0.54,2025-03-02,0551,N20,VIIRS,n,2,290.66,5.1,D,0
-1.68059,105.40232,330.58,0.62,0.54,2025-03-02,0551,N20,VIIRS,n,2,291.01,3.85,D,0
-1.56345,103.6949,321.53,0.4,0.37,2025-03-02,1833,N20,VIIRS,n,2,278.73,1.15,N,0
-4.30928,102.81092,348.2,0.39,0.59,2025-03-03,0712,N20,VIIRS,n,2,287.87,4.93,D,0
-4.31419,102.81018,332.37,0.39,0.59,2025-03-03,0712,N20,VIIRS,n,2,287.92,2.65,D,0
-2.5107,106.48635,325.51,0.74,0.76,2025-03-03,0712,N20,VIIRS,n,2,283.13,3.6,D,0
-1.91308,103.18089,336.8,0.45,0.63,2025-03-03,0713,N20,VIIRS,n,2,283.84,4.77,D,0
-3.78671,103.53663,331.66,0.39,0.36,2025-03-05,0634,N20,VIIRS,l,2,302.53,5.7,D,0
-3.80763,103.82027,339.67,0.39,0.36,2025-03-05,0634,N20,VIIRS,n,2,300.04,8.49,D,0
-2.49128,106.33093,334.02,0.51,0.41,2025-03-05,0635,N20,VIIRS,n,2,293.78,4.92,D,0
-1.57336,103.68429,306.95,0.45,0.39,2025-03-07,1839,N20,VIIRS,n,2,278.69,1.65,N,0
-3.8107,103.81957,326.11,0.72,0.75,2025-03-08,0538,N20,VIIRS,n,2,282.12,6.32,D,0
-3.80972,103.82394,336.24,0.72,0.75,2025-03-08,0538,N20,VIIRS,n,2,282.09,6.68,D,0
-1.5732,103.6827,299.12,0.5,0.49,2025-03-09,1801,N20,VIIRS,n,2,277.28,1.28,N,0
-1.56118,103.69379,302.93,0.5,0.49,2025-03-09,1801,N20,VIIRS,n,2,281.84,1.87,N,0
-3.80878,103.81979,348.58,0.52,0.5,2025-03-12,0603,N20,VIIRS,n,2,293.19,31.01,D,0
-2.06431,106.08157,335.54,0.37,0.58,2025-03-13,0544,N20,VIIRS,n,2,289.13,2.77,D,0
-2.06306,106.08231,334.41,0.37,0.58,2025-03-13,0544,N20,VIIRS,n,2,289.09,2.33,D,0
-3.80604,103.82293,343.64,0.76,0.77,2025-03-13,0724,N20,VIIRS,n,2,285.29,22.29,D,0
-3.81114,103.81695,355.51,0.76,0.77,2025-03-13,0724,N20,VIIRS,n,2,286.16,16.46,D,0
-3.80998,103.82349,346.96,0.76,0.77,2025-03-13,0724,N20,VIIRS,n,2,285.57,16.46,D,0
-3.80716,103.81635,354.97,0.76,0.77,2025-03-13,0724,N20,VIIRS,n,2,285.63,25.52,D,0
-3.80514,103.81869,341.21,0.36,0.57,2025-03-14,0706,N20,VIIRS,n,2,277.06,4.51,D,0
-3.81015,103.81712,334.33,0.36,0.57,2025-03-14,0706,N20,VIIRS,n,2,275.53,7.52,D,0
-3.80962,103.82025,356.43,0.36,0.57,2025-03-14,0706,N20,VIIRS,l,2,275.61,7.52,D,0
-3.80899,103.81938,342.61,0.39,0.36,2025-03-16,0628,N20,VIIRS,n,2,300.42,9.17,D,0
-3.24549,104.27101,338.24,0.38,0.36,2025-03-16,0628,N20,VIIRS,n,2,296.32,3.54,D,0
-2.65107,104.09657,330.17,0.38,0.36,2025-03-16,0628,N20,VIIRS,n,2,280.36,1.54,D,0
